"year","1","2","3","4","5","6","7","8","9","10","11","12","notification_level"
4,522299.620816079,748937.645710073,851241.606469223,987332.40765366,1107945.53793048,1139116.38492553,1092761.89732079,1058716.96211074,1048425.56790377,NA,NA,NA,750000
4,583429.606990406,895214.931217525,1028886.56420454,1353837.02490535,1334457.65770754,1330283.6712269,1335178.46040031,1339662.5270801,1340830.34891509,NA,NA,NA,750000
4,804843.812747342,917321.517878044,999329.829977753,1130579.06552236,1281134.96899456,1363256.25434042,1315293.51561684,1248086.33810923,1216293.65816196,NA,NA,NA,750000
4,247295.308266437,390248.533528128,469418.952789106,645716.083919078,885971.320664502,967008.98737449,854274.118802555,815984.851897724,810917.082984694,NA,NA,NA,750000
4,622504.477984203,671505.958583278,763785.198384977,939547.848789824,911043.141855474,898283.273200693,908649.382235227,916695.425439564,919388.152545637,NA,NA,NA,750000
5,672721.626117255,893595.626882132,1038284.63914688,1252290.44022455,1500269.1164724,1627525.60437794,1519724.23574328,1436374.96549631,NA,NA,NA,NA,750000
5,740534.039795732,932078.412019387,1016782.02138469,1205967.55339354,1225544.88719081,1236161.6139926,1224140.93722502,1220712.81265097,NA,NA,NA,NA,750000
5,520809.529333219,805600.711648682,893043.857105457,1059904.12200009,1200875.22204564,1269579.38426508,1217215.29796921,1162833.06743945,NA,NA,NA,NA,750000
5,246184.867221442,663980.329963,832977.598173647,1091821.78053706,1158973.56669855,1173589.24586736,1155661.09728789,1139930.68817304,NA,NA,NA,NA,750000
5,557280.706717012,761265.124065285,872290.109924012,1040534.16313057,1139094.01313429,1204825.85488916,1161033.57100063,1102928.27414575,NA,NA,NA,NA,750000
5,495970.516804118,739738.764161719,837723.673791412,1033826.17912617,1065914.31589046,1082474.78424312,1068667.4406019,1059527.01318365,NA,NA,NA,NA,750000
5,381628.153535397,654030.761310199,769937.46070186,901260.454071311,1087068.63494781,1160927.14797086,1050273.01008756,1013956.51239494,NA,NA,NA,NA,750000
5,523448.897186615,955830.092287809,1069210.29975919,1232497.52313103,1311881.19383371,1314681.60611453,1308131.93999534,1305205.95749979,NA,NA,NA,NA,750000
5,557073.417849005,741523.329610554,871833.840027436,1101698.52530646,1097601.80213436,1096788.37246721,1097575.83804264,1098542.22783605,NA,NA,NA,NA,750000
5,411629.28357662,596395.35653081,738248.681987541,819519.243747609,1161541.36695119,1432627.81773417,1159304.47125509,1012665.40108828,NA,NA,NA,NA,750000
5,355349.577701381,575247.885373255,689629.120367171,876766.296460269,916705.742460829,945313.321610279,913066.469837249,904858.558815235,NA,NA,NA,NA,750000
5,453849.053337782,664591.785708585,798872.501493127,903059.424730233,1003868.39068283,1029886.374631,992357.405364494,980965.362713532,NA,NA,NA,NA,750000
5,622031.368398878,980748.833132943,1069180.28807075,1167525.44897459,1194354.41693903,1201942.65182675,1195338.87983038,1190177.5572042,NA,NA,NA,NA,750000
5,581134.412151561,675890.067529127,726251.526539619,800170.463972979,874988.16911121,897511.997991788,878884.903195028,860628.145204888,NA,NA,NA,NA,750000
5,478050.87926096,685283.718104458,734646.776739274,808366.932112355,823015.716277828,825857.546490734,823189.890183105,821466.702710135,NA,NA,NA,NA,750000
5,419171.34347057,579956.578554397,736534.667617143,886449.859459908,994962.055908066,1039095.5974639,991693.655681386,961216.711209075,NA,NA,NA,NA,750000
5,513938.61452102,639656.245327216,675945.179632896,796964.066210807,795576.078970673,794876.028891195,795525.845266259,795897.910977302,NA,NA,NA,NA,750000
5,515373.137250828,850059.632244187,957128.919840413,1137211.16836424,1384797.64029495,1500644.34998485,1382373.58144081,1307628.24469735,NA,NA,NA,NA,750000
5,340334.179932035,493061.983219628,717902.776273429,892063.253017207,1152503.1583172,1361669.73580876,1104425.94701415,1020249.962662,NA,NA,NA,NA,750000
5,471283.941023745,637518.318238008,689794.354857824,792591.932853582,974820.165978148,1076933.47892767,998759.133118944,905441.435638666,NA,NA,NA,NA,750000
5,238177.350425413,415605.798314398,467449.739983649,513400.325343273,811031.109573505,961089.563080885,833576.697736194,737082.725090818,NA,NA,NA,NA,750000
5,453379.149616915,813429.267793192,901230.291282213,999969.675248887,1214312.43913834,1330791.31100385,1199371.00360691,1141965.05888878,NA,NA,NA,NA,750000
5,703094.509545893,886633.670612926,984481.113669859,1096476.12393662,1133049.89298291,1143420.45776895,1127125.79917533,1121923.57987426,NA,NA,NA,NA,750000
5,551691.200669336,859859.864900775,1004598.42098895,1194159.4868889,1571934.54227267,1773853.65705345,1537326.85369598,1466518.71047919,NA,NA,NA,NA,750000
5,435660.278948909,573220.674471319,615539.521685428,671332.833419866,744836.70537418,772869.709728468,750131.363292933,723837.717093992,NA,NA,NA,NA,750000
5,305598.964102203,510797.292936363,622182.919960331,770563.822990775,771140.222293651,771549.74574696,771165.091097067,770866.661020757,NA,NA,NA,NA,750000
5,216135.418255078,438424.851573732,551606.867957065,669753.9417205,868399.074434624,991835.735006279,902287.397435169,826592.43299976,NA,NA,NA,NA,750000
5,450970.9393584,562398.566301742,685683.071647964,722648.295491144,840692.969105638,883017.154809768,831694.052901453,793737.558280506,NA,NA,NA,NA,750000
5,999950.645699241,1095315.9742017,1146924.2125051,1196820.29079616,1218889.32644419,1225358.93115257,1217939.8065412,1212957.1735804,NA,NA,NA,NA,750000
5,293622.931812182,481926.643638693,658821.740596763,791843.591580396,995615.883555463,1087804.51780498,1027988.36313501,988744.852773418,NA,NA,NA,NA,750000
5,497866.380505171,707251.397343981,770833.216777086,922312.728666421,896574.265460794,882859.487360349,901259.458034486,908764.803185047,NA,NA,NA,NA,750000
5,733252.025266443,883504.842670508,1040461.14644643,1193943.67266453,1188176.74987525,1186090.21389032,1187759.0366594,1188978.22920986,NA,NA,NA,NA,750000
5,465586.152866991,927732.328369977,1064815.08000525,1195019.07469829,1392596.49640462,1433823.82400037,1379099.01922438,1353717.90049618,NA,NA,NA,NA,750000
5,849019.293390994,917172.603213797,943183.0622264,985760.931966368,1013751.55405064,1028131.1478189,1009331.23847009,1006543.1610856,NA,NA,NA,NA,750000
5,367711.773936878,582479.769861448,667273.609208678,755432.147039592,822935.279765779,865683.469549181,835089.959784137,796712.312265501,NA,NA,NA,NA,750000
5,404050.404390675,541891.792691708,603092.567113275,706629.303709598,759520.601616281,781375.329723057,750133.940478044,735696.990041179,NA,NA,NA,NA,750000
5,505179.251822533,595585.963797849,644214.677712985,683115.58263419,771999.358049268,826950.120568335,747322.387190598,733950.945172693,NA,NA,NA,NA,750000
5,318762.80506474,749565.741053092,821848.166634199,958356.925567431,1085001.21838567,1154034.63670604,1076231.28676682,1050419.40198756,NA,NA,NA,NA,750000
5,407155.203178926,550363.315841075,649053.441220025,828206.285175729,917061.993314879,965583.855379619,906224.233156897,896344.450418854,NA,NA,NA,NA,750000
5,789633.432729176,879493.938327655,981856.818919849,1115421.32836235,1213375.37421912,1270656.29244607,1233499.19883052,1187663.86000568,NA,NA,NA,NA,750000
5,436690.351562052,562549.200793407,645216.510265387,779134.602713321,893402.126951444,949983.169317678,913053.730606985,858140.12376649,NA,NA,NA,NA,750000
5,418529.384116395,558814.086366192,676921.390316835,789363.343153827,823908.686651477,844057.474404005,825209.971004897,812983.785781744,NA,NA,NA,NA,750000
5,410169.802422892,654840.869493109,895613.542294523,1200977.05682015,1295264.29629223,1263602.9164599,1289498.28997119,1305746.68262593,NA,NA,NA,NA,750000
5,204678.566767683,532041.918972141,769954.163585825,1039067.1966509,1211981.09201748,1314413.65987146,1197286.13721863,1143658.14004098,NA,NA,NA,NA,750000
5,325305.731636646,617105.478357891,819800.936339726,981651.915581411,1103288.82135068,1148961.82459824,1092951.00817514,1075669.76357635,NA,NA,NA,NA,750000
5,452821.752699167,605530.968281443,737970.808824885,905013.318003864,895695.894702196,892922.309186531,896782.577725201,898738.677822615,NA,NA,NA,NA,750000
5,419574.255129669,547840.622217215,614609.488775505,732475.804628442,839830.281828017,873159.637033122,841121.930444573,825813.38124994,NA,NA,NA,NA,750000
5,542546.806680941,683945.805064707,758580.197821355,861529.675382367,954114.054988031,975178.642265819,953809.296379174,933881.511319087,NA,NA,NA,NA,750000
5,304046.716393402,492815.290229415,541917.780307626,826102.031671942,931612.952884076,914221.444155124,927405.631509252,940408.4832863,NA,NA,NA,NA,750000
5,525895.472189246,663006.503151756,707221.991565213,876831.598035617,897652.164598849,904229.477397104,895105.910525508,892175.828746448,NA,NA,NA,NA,750000
5,335496.173576511,519869.711044597,575468.689606924,657221.696752707,805946.334938287,898538.234313249,822997.435821807,768939.709552431,NA,NA,NA,NA,750000
6,495115.094665571,588058.03926743,704728.559971042,935915.318278325,948674.617248722,953199.576732676,951378.528493761,NA,NA,NA,NA,NA,750000
6,336763.885235983,461812.754531919,554363.627786662,829978.84782441,887302.442467098,917604.767155466,901524.105445539,NA,NA,NA,NA,NA,750000
6,699461.835140565,1004865.63788506,1140509.9247346,1341344.13631855,1368003.07553705,1384995.33103544,1371242.94183504,NA,NA,NA,NA,NA,750000
6,661745.868376136,819298.363979013,882916.098802528,1005052.29217317,1225206.91244737,1378231.23168803,1267340.52862662,NA,NA,NA,NA,NA,750000
6,477989.159300213,622244.55257181,752512.289597188,864050.443528667,900421.841936385,909894.530747005,904556.561129164,NA,NA,NA,NA,NA,750000
6,681053.787467199,1130069.83919716,1201173.71879821,1348547.78527091,1427698.15884623,1479088.50372975,1416788.54125563,NA,NA,NA,NA,NA,750000
6,617679.560963076,704630.580929316,752882.304553486,841179.931915624,866757.105809531,882447.40358738,867555.45544287,NA,NA,NA,NA,NA,750000
6,542419.543904906,750692.677873869,976629.264864046,1307409.52171381,1455986.2552947,1488514.74822569,1454401.18754829,NA,NA,NA,NA,NA,750000
6,339129.259086171,861792.377049767,956980.211857963,1134538.00979141,1254337.70366447,1268474.15907481,1242798.92793597,NA,NA,NA,NA,NA,750000
6,822215.237483964,927441.624561024,1143108.51139039,1333578.75187817,1451028.9421109,1478105.33623917,1445032.70553918,NA,NA,NA,NA,NA,750000
6,479387.073346877,792982.939999782,898027.42904794,1049189.77013378,1116495.1167392,1110429.01474297,1118180.55494595,NA,NA,NA,NA,NA,750000
6,489470.163070763,615268.040167154,838862.876313701,1150965.55547386,1434457.60236921,1691345.64669958,1527571.83509746,NA,NA,NA,NA,NA,750000
6,643655.379672085,802946.183199282,909504.051765472,1130314.17788774,1126421.81625659,1124523.16095271,1126487.1174711,NA,NA,NA,NA,NA,750000
6,413256.004481615,644028.645342013,704840.097879747,829205.09636504,964349.646887151,1081398.65672592,970760.687271741,NA,NA,NA,NA,NA,750000
6,385159.368097423,599829.791864887,745251.517345715,933248.357895287,1077869.06215971,1151384.33548926,1045699.42229555,NA,NA,NA,NA,NA,750000
6,930285.727605109,1034468.95746641,1083960.93062753,1156945.87337823,1165961.47884088,1172703.62029625,1164684.94963154,NA,NA,NA,NA,NA,750000
6,764350.590515303,896958.178647538,995270.701862901,1089703.55915716,1200880.94656759,1254816.67422648,1200036.53886998,NA,NA,NA,NA,NA,750000
6,343760.471818377,575849.101040721,664796.592287951,721472.956034346,1039830.58427221,1208776.03797836,1101128.82088301,NA,NA,NA,NA,NA,750000
6,463427.729426394,576517.504837461,626641.067848242,702294.290296606,813327.318438349,880574.70042302,824763.030878291,NA,NA,NA,NA,NA,750000
6,429396.458557802,746515.337643206,850670.425719925,1101012.68806062,1224814.49021214,1291103.22230979,1226756.02795879,NA,NA,NA,NA,NA,750000
6,649172.412348324,856374.387006198,1027835.29958298,1221741.68996012,1217547.57621431,1214939.13944618,1217340.86346679,NA,NA,NA,NA,NA,750000
6,435501.491210376,618784.627441335,755050.1048365,931000.611723501,1044285.16157023,1086751.6674583,1060564.60325031,NA,NA,NA,NA,NA,750000
6,603038.337768515,664258.031070893,727562.219124873,831562.914808942,912657.185972828,943417.563087152,912173.130181158,NA,NA,NA,NA,NA,750000
6,526848.646657945,665913.762504897,737196.895594886,955448.002854601,1099360.75045443,1207496.60114667,1070248.11254468,NA,NA,NA,NA,NA,750000
6,426883.464057735,840514.42305875,930433.872913084,1254227.26405022,1304176.94527721,1312217.74773348,1304488.2085937,NA,NA,NA,NA,NA,750000
6,527106.062361024,638084.814844053,687353.268587698,836146.541376297,835017.270506134,835362.213118341,835027.440688176,NA,NA,NA,NA,NA,750000
6,389802.90101863,693207.162225405,1077902.51373225,1502428.36971475,1648605.53961422,1696384.69936255,1660698.80210197,NA,NA,NA,NA,NA,750000
6,335951.174742208,537468.887119979,738103.200913778,775157.651370082,1096795.5794133,1250540.51600381,1061621.52390151,NA,NA,NA,NA,NA,750000
6,477366.011967255,706107.656215721,782171.326526368,929138.734404769,921949.448970484,918235.614901342,920853.749820011,NA,NA,NA,NA,NA,750000
6,640695.816239481,780690.266852804,859657.845937192,970342.672147888,1084809.70651462,1167369.14698741,1099727.68404577,NA,NA,NA,NA,NA,750000
6,392845.836684958,913889.529469808,1268553.54904702,1809002.31335992,1873827.84026136,1909618.44383343,1866706.80246043,NA,NA,NA,NA,NA,750000
6,795220.188079001,1088112.23625299,1144362.10310024,1374290.54046963,1511707.47623812,1555869.97423498,1533507.58204702,NA,NA,NA,NA,NA,750000
6,784447.889965198,1030631.47362084,1133880.99197268,1300050.18384034,1427039.94932375,1482610.0961321,1415265.42182647,NA,NA,NA,NA,NA,750000
6,464458.927820089,731878.801961816,850232.218910286,950791.030561698,1055797.88100039,1074909.88444727,1043874.23339502,NA,NA,NA,NA,NA,750000
6,830547.50541148,1009228.69755275,1152709.99714567,1313120.73636336,1449921.32597105,1526945.19221394,1470123.5678163,NA,NA,NA,NA,NA,750000
6,735629.017930749,971490.325096969,1020878.22460336,1080698.61931641,1183552.8005506,1243885.73739079,1203281.7001576,NA,NA,NA,NA,NA,750000
6,486839.970560106,643808.926555198,703078.708708212,808641.224535002,872624.996898706,906204.912133676,862733.796766879,NA,NA,NA,NA,NA,750000
6,249049.413369392,441376.200035415,538982.991307616,603319.091145696,745882.195358836,828809.804662557,768493.19370514,NA,NA,NA,NA,NA,750000
6,446229.470893218,602976.042171513,733686.582254275,1024005.27506493,1123422.90698391,1180498.35004504,1133412.21180631,NA,NA,NA,NA,NA,750000
6,576989.923397213,806604.593156339,899749.52568288,977391.646997722,1262476.44257744,1395248.27464869,1177138.40400074,NA,NA,NA,NA,NA,750000
6,238960.527755109,799310.542402848,904811.681212688,1019054.63833702,1060222.41920116,1090276.6368435,1064651.84567893,NA,NA,NA,NA,NA,750000
6,672847.981367721,814006.759883321,859942.484724554,969218.927009815,1000812.29089513,1006288.09012003,999895.097458814,NA,NA,NA,NA,NA,750000
6,760396.637840103,869835.44513668,914735.816374921,947722.871660777,1093949.90627548,1146883.22858267,1092169.12514887,NA,NA,NA,NA,NA,750000
6,386499.40947462,522232.987900052,585383.931656564,748325.774331114,847496.479817841,892437.32663103,840990.356413806,NA,NA,NA,NA,NA,750000
6,612508.1547191,771272.699407159,829138.953026646,948430.774391414,1035401.63576819,1073552.89988771,1034414.06932367,NA,NA,NA,NA,NA,750000
6,910918.039380575,1115908.12483068,1240425.21290725,1388520.68196838,1467457.82083629,1504845.33260942,1466693.34095399,NA,NA,NA,NA,NA,750000
7,576932.312400095,924526.062886528,1084162.03889119,1312407.75297471,1371016.17201131,1407288.5432108,NA,NA,NA,NA,NA,NA,750000
7,703567.198426533,1195210.74521529,1456672.53609675,1679713.27348696,1746445.67849945,1710930.34197663,NA,NA,NA,NA,NA,NA,750000
7,806788.062716776,870752.529313707,1020723.13115867,1310213.06372769,1424547.61277161,1489001.28078979,NA,NA,NA,NA,NA,NA,750000
7,903172.603210851,1070178.86677997,1168071.50928084,1367892.77884285,1409864.38546939,1430558.4951791,NA,NA,NA,NA,NA,NA,750000
7,620776.972264105,875344.543820901,933334.278676256,980293.127143952,1183944.63865677,1292096.42915304,NA,NA,NA,NA,NA,NA,750000
7,442578.963393907,579684.365628273,616082.158922432,824869.429386661,913138.854090578,960853.735891246,NA,NA,NA,NA,NA,NA,750000
7,460854.991184761,720880.47260199,928759.353808043,1082479.2327494,1314713.28186954,1396334.6981515,NA,NA,NA,NA,NA,NA,750000
7,461379.172370527,720640.274208817,829060.43497136,935383.703584652,1015531.08153296,1065979.33649414,NA,NA,NA,NA,NA,NA,750000
7,1186260.68027538,1362642.75211607,1571443.52821555,1708645.36400626,1805198.76378683,1833953.15868562,NA,NA,NA,NA,NA,NA,750000
7,881682.115408559,969172.042839962,1049177.520749,1208493.72339721,1194543.21595082,1185182.11545932,NA,NA,NA,NA,NA,NA,750000
7,815686.503312438,936856.763105779,1093254.63507018,1239468.58043807,1648596.54758292,1812028.80396581,NA,NA,NA,NA,NA,NA,750000
7,724854.064030215,1166309.58855217,1349955.55114274,1736335.92516487,1726831.77244976,1722920.10915573,NA,NA,NA,NA,NA,NA,750000
7,752269.022808704,917450.348778187,1058350.44267049,1247637.51974927,1532226.1008628,1753825.72943497,NA,NA,NA,NA,NA,NA,750000
7,742181.622904264,969706.681588505,1019602.1511079,1162748.03960828,1259925.77224332,1309134.97284878,NA,NA,NA,NA,NA,NA,750000
7,518334.603575344,806401.356837084,910175.778176478,1003682.32985569,1310788.83007958,1430581.04462347,NA,NA,NA,NA,NA,NA,750000
7,502426.249115999,691334.262952517,728707.359985761,947126.10292433,1019653.05625551,1055904.44875398,NA,NA,NA,NA,NA,NA,750000
7,778120.559265653,1057111.98026368,1261334.36001128,1453410.07993374,1676913.0330723,1838611.7550752,NA,NA,NA,NA,NA,NA,750000
7,369882.571159719,678758.78430101,786943.94915877,900625.268102022,1094200.19033609,1167156.38518707,NA,NA,NA,NA,NA,NA,750000
7,569159.145677766,723811.659231838,793940.279350519,881203.057385695,904755.157131146,876787.695906916,NA,NA,NA,NA,NA,NA,750000
7,525450.046030926,751619.632709162,867707.578594658,1142152.01769609,1153646.88346903,1156937.48777351,NA,NA,NA,NA,NA,NA,750000
7,1055874.30997274,1602448.31177363,1886887.10151394,2228837.62384633,2302373.82628914,2340314.73670344,NA,NA,NA,NA,NA,NA,750000
7,551644.207642122,872945.213085144,972020.134250798,1058161.9754869,1134770.34779824,1155086.59533795,NA,NA,NA,NA,NA,NA,750000
7,698967.516846099,814356.662714475,856465.028621008,955135.521106061,973947.785708622,978682.991683166,NA,NA,NA,NA,NA,NA,750000
7,271524.347078958,1046998.93820126,1238007.34868538,1588160.28591661,1851991.35510534,2001944.19146618,NA,NA,NA,NA,NA,NA,750000
7,584933.085393291,834838.381206535,912987.32526005,1062363.82367434,1107989.5758585,1114867.65518702,NA,NA,NA,NA,NA,NA,750000
7,649983.107309008,903264.941907125,1045790.40735131,1200904.13271417,1378127.65423647,1438142.03146075,NA,NA,NA,NA,NA,NA,750000
7,517004.172342539,686500.078818002,752041.090150256,862283.334879455,1047894.0115371,1099430.16136686,NA,NA,NA,NA,NA,NA,750000
7,856501.901048281,1177417.89247279,1339734.83333191,1621884.9033817,1767986.66601311,1858512.86693302,NA,NA,NA,NA,NA,NA,750000
7,553423.73616738,858219.53804585,997966.425489121,1107093.54785901,1317595.92297923,1393597.85316284,NA,NA,NA,NA,NA,NA,750000
7,1033873.04386023,1242441.08756409,1330512.2420326,1530938.12557812,1688502.14319821,1762173.77345986,NA,NA,NA,NA,NA,NA,750000
7,576128.980710875,801660.270662799,882056.125699823,1009634.75285296,1116431.77541489,1180975.41676407,NA,NA,NA,NA,NA,NA,750000
7,562759.987310156,891622.815638451,959541.129513627,1023067.11858114,1085916.58177058,1079821.57773893,NA,NA,NA,NA,NA,NA,750000
7,796473.764062761,973502.548710768,1053658.23698473,1155831.62010755,1310189.84685716,1370471.52089292,NA,NA,NA,NA,NA,NA,750000
7,496320.450440014,982139.849021743,1089068.48426724,1297139.9956397,1406124.93327135,1448917.72086567,NA,NA,NA,NA,NA,NA,750000
7,851370.334140281,1020066.80073342,1162789.56006908,1266288.60941187,1420373.0312506,1492982.02596011,NA,NA,NA,NA,NA,NA,750000
7,575071.394057848,904729.497061465,1053974.53956788,1299029.96982761,1464554.69614083,1498329.62446696,NA,NA,NA,NA,NA,NA,750000
7,525986.589963404,731485.001969166,806779.221967778,969117.875586835,1426631.94815688,1731594.23545499,NA,NA,NA,NA,NA,NA,750000
7,320275.483851399,787621.6664287,1044555.04136125,1253634.42871183,1437488.87667902,1488360.16493908,NA,NA,NA,NA,NA,NA,750000
7,624522.855255512,781446.896405934,872216.710374905,1042167.23591621,1047446.81810539,1048001.76472801,NA,NA,NA,NA,NA,NA,750000
7,281148.347540975,617517.583066418,794318.704951033,1022759.37887901,1254122.3773258,1367959.04398998,NA,NA,NA,NA,NA,NA,750000
8,590878.614706955,907162.270932433,1013467.9432278,1095236.3622823,1171699.81744787,NA,NA,NA,NA,NA,NA,NA,750000
8,679128.857413067,1176417.02629582,1370214.3707633,1688958.41706736,1774290.61335064,NA,NA,NA,NA,NA,NA,NA,750000
8,612743.232485254,802226.94238586,936045.512860462,1138456.89266516,1279890.86767102,NA,NA,NA,NA,NA,NA,NA,750000
8,583440.939208175,913186.563205981,1134703.15507438,1510935.13799719,1585596.99864162,NA,NA,NA,NA,NA,NA,NA,750000
8,606777.256781278,1226711.5914491,1438569.18487298,1667227.47795483,2096177.63801932,NA,NA,NA,NA,NA,NA,NA,750000
8,1169187.81385993,1658822.19109202,1873716.84702288,2107194.45320899,2394350.90905808,NA,NA,NA,NA,NA,NA,NA,750000
8,643485.483461098,1215461.42038557,1271224.8478294,1388840.94238133,1656371.62097124,NA,NA,NA,NA,NA,NA,NA,750000
8,513859.768189078,768540.518544366,954612.117126454,1188589.47810183,1285798.29681279,NA,NA,NA,NA,NA,NA,NA,750000
8,490263.475749101,889823.538101662,1028328.7315672,1271582.54516611,1699237.47372009,NA,NA,NA,NA,NA,NA,NA,750000
8,588890.24768424,1198409.69281884,1437330.07760778,1627413.40477232,1849920.30235343,NA,NA,NA,NA,NA,NA,NA,750000
8,854276.80783446,1079570.53875731,1140871.35228708,1220065.17591059,1343256.80263771,NA,NA,NA,NA,NA,NA,NA,750000
8,1347199.72844881,1534889.87554162,1614046.62945866,1933561.95968571,1948823.23369559,NA,NA,NA,NA,NA,NA,NA,750000
8,601518.475858521,932462.05970474,1088847.28518503,1285505.23057524,1423279.90429082,NA,NA,NA,NA,NA,NA,NA,750000
8,798289.502987171,999126.021072095,1094803.57823119,1202846.10539272,1416424.55039876,NA,NA,NA,NA,NA,NA,NA,750000
8,608347.814076625,837432.950303666,1010758.25429653,1232173.40732094,1345944.49377141,NA,NA,NA,NA,NA,NA,NA,750000
8,722889.628474328,1050326.99522107,1115756.32346646,1376375.43108835,1392110.27192937,NA,NA,NA,NA,NA,NA,NA,750000
8,740310.2332394,890085.334116623,960181.540754544,1084944.05122394,1118594.45934743,NA,NA,NA,NA,NA,NA,NA,750000
8,306649.000788975,791327.420556063,1029851.24256707,1431332.12874735,1750526.14654621,NA,NA,NA,NA,NA,NA,NA,750000
8,444213.224664561,589557.886493819,720886.384562362,827578.593070024,923683.311349838,NA,NA,NA,NA,NA,NA,NA,750000
8,871939.297460264,1037465.82353303,1097631.882924,1353892.96153941,1414747.26491496,NA,NA,NA,NA,NA,NA,NA,750000
8,901895.301793674,1345390.2122235,1424894.45806997,1604918.94121675,1599097.29606868,NA,NA,NA,NA,NA,NA,NA,750000
8,743104.118276273,1172277.07752862,1411842.43929008,1549522.85761182,1762715.54992715,NA,NA,NA,NA,NA,NA,NA,750000
8,418642.305496604,649082.871332052,1022571.24491279,1264181.15590324,1390427.05048853,NA,NA,NA,NA,NA,NA,NA,750000
8,781360.822855756,1001539.46611446,1124293.35607702,1339121.89845515,1354687.97102454,NA,NA,NA,NA,NA,NA,NA,750000
8,765235.724871759,1040585.30215237,1171466.12881542,1338479.54570586,1344135.04276738,NA,NA,NA,NA,NA,NA,NA,750000
8,822096.907403723,1107570.19819833,1255675.33775742,1484298.20416627,1562756.02828295,NA,NA,NA,NA,NA,NA,NA,750000
8,626815.249632075,977808.817026821,1101673.26731605,1328145.5013883,1457005.59778867,NA,NA,NA,NA,NA,NA,NA,750000
8,444823.441584168,997830.352636042,1134914.15213564,1343655.79876268,1785841.87640537,NA,NA,NA,NA,NA,NA,NA,750000
8,870691.017597958,1051825.01303765,1175418.55986047,1368591.93737181,1430553.69439598,NA,NA,NA,NA,NA,NA,NA,750000
8,804585.542574781,1138245.90384356,1233646.79975327,1351219.77408972,1471297.92895492,NA,NA,NA,NA,NA,NA,NA,750000
8,847818.215509569,1063472.76547352,1219817.96460403,1317450.04393502,1471011.23058707,NA,NA,NA,NA,NA,NA,NA,750000
8,827891.215319548,1153103.93829335,1317806.92780647,1537453.27153066,1734255.38400547,NA,NA,NA,NA,NA,NA,NA,750000
8,650362.80546594,779238.371144587,869688.190030037,990899.81990119,1064731.77130591,NA,NA,NA,NA,NA,NA,NA,750000
8,784068.843016409,934012.337842953,1037587.49730245,1257210.19471195,1345249.39057764,NA,NA,NA,NA,NA,NA,NA,750000
8,438151.073986743,780892.019390787,888082.372350088,1158773.03075638,1124973.83466055,NA,NA,NA,NA,NA,NA,NA,750000
8,565116.210352234,725298.986920174,830253.062418937,1031792.73530048,1217594.80051281,NA,NA,NA,NA,NA,NA,NA,750000
8,765656.839703957,918875.971569391,997275.86312196,1242244.01968472,1336344.05279138,NA,NA,NA,NA,NA,NA,NA,750000
8,785547.370824681,1126087.90283933,1242483.20803823,1379318.00457989,1515732.61216769,NA,NA,NA,NA,NA,NA,NA,750000
8,700454.361484231,1049390.88958958,1153987.44718574,1372229.09334196,1378982.83695695,NA,NA,NA,NA,NA,NA,NA,750000
8,1226719.21997699,1448177.94445573,1506363.37002127,1715475.00856167,1809040.06909415,NA,NA,NA,NA,NA,NA,NA,750000
8,1024317.81191279,1211829.36632785,1423487.12261022,1542386.6338147,1818423.5720814,NA,NA,NA,NA,NA,NA,NA,750000
8,982026.533219035,1236245.16000096,1319907.68709941,1449771.44804546,1506598.76505055,NA,NA,NA,NA,NA,NA,NA,750000
8,521843.381058252,776753.212395333,898654.273471565,1007470.60099248,1131365.03486441,NA,NA,NA,NA,NA,NA,NA,750000
8,712757.388820646,890471.306023798,1009767.60305298,1185216.01992595,1262518.3615456,NA,NA,NA,NA,NA,NA,NA,750000
8,865791.936334333,1247059.03520743,1369387.33186796,1579596.1844552,1914549.53258579,NA,NA,NA,NA,NA,NA,NA,750000
8,530402.3278996,769091.564944138,885334.592112821,1032684.63763403,1288096.31901825,NA,NA,NA,NA,NA,NA,NA,750000
8,619724.935828404,956582.974322703,1070359.63152366,1494046.81254978,1563189.26404032,NA,NA,NA,NA,NA,NA,NA,750000
8,1348437.25065129,1864790.71564103,2041142.76473088,2381218.70351251,2375176.94505013,NA,NA,NA,NA,NA,NA,NA,750000
8,673919.994578782,953723.699101214,1076963.05422627,1277836.63782282,1527435.82339958,NA,NA,NA,NA,NA,NA,NA,750000
8,522823.174382494,897625.759098063,1138242.11054931,1308344.23369894,1561958.8363121,NA,NA,NA,NA,NA,NA,NA,750000
8,771564.712798463,932309.423263343,1016254.77875807,1176642.7443138,1245030.91857787,NA,NA,NA,NA,NA,NA,NA,750000
8,843232.569823812,1107684.44892597,1250324.34510945,1465399.07934998,1502543.58098908,NA,NA,NA,NA,NA,NA,NA,750000
8,782487.472128548,1011906.58893984,1106835.77185648,1424802.18088248,1473668.92624384,NA,NA,NA,NA,NA,NA,NA,750000
8,589541.442700139,947472.010112043,1257121.62832229,1530099.93056458,1656432.39705376,NA,NA,NA,NA,NA,NA,NA,750000
9,739950.734345977,893025.991031645,1075500.87811703,1370719.74478676,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,685011.416610892,995714.294731731,1176767.0878821,1477842.1106693,NA,NA,NA,NA,NA,NA,NA,NA,750000
9,621662.199568421,874896.125616842,1051179.44672855,1283634.60005862,NA,NA,NA,NA,NA,NA,NA,NA,750000
